Id,SalePrice
1461,130056.0
1462,156032.0
1463,159808.0
1464,177744.0
1465,203584.0
1466,171728.0
1467,156952.0
1468,163632.0
1469,202768.0
1470,113536.0
1471,193840.0
1472,109872.0
1473,117296.0
1474,161872.0
1475,132656.0
1476,375840.0
1477,256304.0
1478,308112.0
1479,296736.0
1480,540160.0
1481,320640.0
1482,224160.0
1483,175936.0
1484,176384.0
1485,164704.0
1486,192544.0
1487,356608.0
1488,256864.0
1489,198736.0
1490,195200.0
1491,190336.0
1492,112848.0
1493,169728.0
1494,304416.0
1495,296320.0
1496,214496.0
1497,199952.0
1498,159736.0
1499,159736.0
1500,160576.0
1501,168240.0
1502,159760.0
1503,252880.0
1504,227392.0
1505,215872.0
1506,193184.0
1507,251328.0
1508,203344.0
1509,169184.0
1510,146296.0
1511,144656.0
1512,152032.0
1513,178672.0
1514,145504.0
1515,110304.0
1516,164144.0
1517,145552.0
1518,150864.0
1519,216096.0
1520,130816.0
1521,134984.0
1522,180576.0
1523,115184.0
1524,123432.0
1525,119168.0
1526,119608.0
1527,107240.0
1528,137120.0
1529,138320.0
1530,169488.0
1531,107840.0
1532,82576.0
1533,150976.0
1534,133920.0
1535,139296.0
1536,123424.0
1537,93032.0
1538,159856.0
1539,208896.0
1540,167872.0
1541,143984.0
1542,143552.0
1543,201920.0
1544,86152.0
1545,111584.0
1546,146960.0
1547,133576.0
1548,141032.0
1549,130288.0
1550,137920.0
1551,121424.0
1552,99008.0
1553,112896.0
1554,106472.0
1555,155664.0
1556,108592.0
1557,110168.0
1558,108872.0
1559,102400.0
1560,130240.0
1561,113888.0
1562,122624.0
1563,116680.0
1564,172304.0
1565,133512.0
1566,211888.0
1567,108512.0
1568,194480.0
1569,89936.0
1570,138928.0
1571,111520.0
1572,132224.0
1573,246880.0
1574,136448.0
1575,213584.0
1576,221584.0
1577,195776.0
1578,143128.0
1579,135360.0
1580,195632.0
1581,130968.0
1582,125064.0
1583,325248.0
1584,240288.0
1585,136320.0
1586,81308.0
1587,120416.0
1588,139728.0
1589,111600.0
1590,148264.0
1591,100088.0
1592,113696.0
1593,125544.0
1594,279696.0
1595,126624.0
1596,207792.0
1597,161952.0
1598,190064.0
1599,179360.0
1600,193840.0
1601,60856.0
1602,147072.0
1603,89904.0
1604,263952.0
1605,248272.0
1606,156624.0
1607,199232.0
1608,207648.0
1609,188720.0
1610,153760.0
1611,149120.0
1612,184656.0
1613,175840.0
1614,122368.0
1615,120696.0
1616,120696.0
1617,109040.0
1618,120608.0
1619,124392.0
1620,223360.0
1621,124624.0
1622,138088.0
1623,276352.0
1624,196496.0
1625,135232.0
1626,165216.0
1627,177840.0
1628,275488.0
1629,188816.0
1630,357248.0
1631,233696.0
1632,268128.0
1633,163248.0
1634,178016.0
1635,161408.0
1636,158048.0
1637,168432.0
1638,224944.0
1639,189120.0
1640,245952.0
1641,192288.0
1642,222384.0
1643,238624.0
1644,224032.0
1645,167424.0
1646,151008.0
1647,167016.0
1648,143904.0
1649,131056.0
1650,113768.0
1651,113776.0
1652,110672.0
1653,111576.0
1654,161776.0
1655,157056.0
1656,162496.0
1657,162592.0
1658,162672.0
1659,135496.0
1660,137680.0
1661,431520.0
1662,417600.0
1663,379008.0
1664,573056.0
1665,316512.0
1666,285664.0
1667,325760.0
1668,312832.0
1669,279360.0
1670,331040.0
1671,251776.0
1672,471744.0
1673,312448.0
1674,260576.0
1675,181792.0
1676,184352.0
1677,200784.0
1678,544064.0
1679,357504.0
1680,351504.0
1681,269216.0
1682,273600.0
1683,203072.0
1684,165296.0
1685,166096.0
1686,181272.0
1687,164704.0
1688,188352.0
1689,184688.0
1690,173808.0
1691,158480.0
1692,228672.0
1693,164704.0
1694,167600.0
1695,167488.0
1696,269984.0
1697,168336.0
1698,369568.0
1699,321376.0
1700,239232.0
1701,280288.0
1702,277040.0
1703,273136.0
1704,279024.0
1705,233312.0
1706,473920.0
1707,212448.0
1708,212144.0
1709,270304.0
1710,238832.0
1711,235680.0
1712,296288.0
1713,247552.0
1714,224448.0
1715,199552.0
1716,197744.0
1717,184368.0
1718,149912.0
1719,202576.0
1720,244544.0
1721,180728.0
1722,138944.0
1723,156240.0
1724,223696.0
1725,231520.0
1726,182400.0
1727,170912.0
1728,174880.0
1729,159184.0
1730,192480.0
1731,125240.0
1732,131136.0
1733,121744.0
1734,117624.0
1735,118496.0
1736,116152.0
1737,275712.0
1738,202848.0
1739,386304.0
1740,231072.0
1741,190576.0
1742,168240.0
1743,172256.0
1744,237376.0
1745,245952.0
1746,300832.0
1747,237408.0
1748,236384.0
1749,141824.0
1750,154760.0
1751,244384.0
1752,117576.0
1753,171792.0
1754,223264.0
1755,154992.0
1756,109616.0
1757,115240.0
1758,148048.0
1759,159232.0
1760,151440.0
1761,150896.0
1762,172704.0
1763,175904.0
1764,119472.0
1765,205952.0
1766,155392.0
1767,168512.0
1768,128648.0
1769,179552.0
1770,124784.0
1771,132784.0
1772,144736.0
1773,121984.0
1774,171456.0
1775,134576.0
1776,129760.0
1777,104232.0
1778,118120.0
1779,136728.0
1780,153216.0
1781,127376.0
1782,91920.0
1783,168544.0
1784,96832.0
1785,110560.0
1786,110080.0
1787,165648.0
1788,54468.0
1789,125872.0
1790,81920.0
1791,250208.0
1792,165024.0
1793,143856.0
1794,136408.0
1795,139432.0
1796,145056.0
1797,147704.0
1798,123768.0
1799,103912.0
1800,132512.0
1801,115608.0
1802,163040.0
1803,177872.0
1804,130384.0
1805,135680.0
1806,135696.0
1807,155456.0
1808,124544.0
1809,100984.0
1810,135360.0
1811,122112.0
1812,107504.0
1813,128648.0
1814,93704.0
1815,68396.0
1816,102808.0
1817,121792.0
1818,169760.0
1819,112920.0
1820,63168.0
1821,148224.0
1822,129040.0
1823,50888.0
1824,139696.0
1825,137904.0
1826,120632.0
1827,106992.0
1828,136416.0
1829,73248.0
1830,159712.0
1831,221184.0
1832,161312.0
1833,177664.0
1834,126928.0
1835,172176.0
1836,166880.0
1837,75856.0
1838,125976.0
1839,92384.0
1840,154304.0
1841,129016.0
1842,109784.0
1843,133792.0
1844,147864.0
1845,148256.0
1846,147552.0
1847,132560.0
1848,62680.0
1849,143680.0
1850,126408.0
1851,153872.0
1852,123240.0
1853,125680.0
1854,166888.0
1855,182464.0
1856,213584.0
1857,133936.0
1858,192064.0
1859,160448.0
1860,169760.0
1861,158912.0
1862,373120.0
1863,373120.0
1864,373120.0
1865,315760.0
1866,312736.0
1867,244800.0
1868,295952.0
1869,201840.0
1870,225152.0
1871,244320.0
1872,164704.0
1873,201360.0
1874,136560.0
1875,207296.0
1876,188048.0
1877,209760.0
1878,215328.0
1879,124128.0
1880,127072.0
1881,228976.0
1882,265392.0
1883,198464.0
1884,218080.0
1885,239600.0
1886,289024.0
1887,200832.0
1888,262480.0
1889,160488.0
1890,127744.0
1891,161624.0
1892,106328.0
1893,130448.0
1894,147456.0
1895,149168.0
1896,127168.0
1897,124736.0
1898,111352.0
1899,128288.0
1900,95240.0
1901,134128.0
1902,139128.0
1903,241408.0
1904,129360.0
1905,163840.0
1906,137248.0
1907,210528.0
1908,123344.0
1909,128168.0
1910,128168.0
1911,195936.0
1912,262784.0
1913,110528.0
1914,84744.0
1915,266288.0
1916,67200.0
1917,253168.0
1918,135248.0
1919,171552.0
1920,192752.0
1921,384512.0
1922,295392.0
1923,195392.0
1924,199584.0
1925,227952.0
1926,364704.0
1927,128472.0
1928,146000.0
1929,116440.0
1930,157592.0
1931,128928.0
1932,131560.0
1933,118208.0
1934,177392.0
1935,159592.0
1936,177824.0
1937,174176.0
1938,160256.0
1939,284400.0
1940,203584.0
1941,178624.0
1942,175808.0
1943,207808.0
1944,327872.0
1945,345616.0
1946,169104.0
1947,316448.0
1948,137776.0
1949,223680.0
1950,178848.0
1951,253216.0
1952,224864.0
1953,151536.0
1954,227072.0
1955,130392.0
1956,352640.0
1957,167296.0
1958,306944.0
1959,157312.0
1960,111664.0
1961,127184.0
1962,110672.0
1963,115080.0
1964,126744.0
1965,163424.0
1966,157856.0
1967,257888.0
1968,388192.0
1969,363520.0
1970,441632.0
1971,516288.0
1972,369952.0
1973,251632.0
1974,307040.0
1975,576512.0
1976,252864.0
1977,354496.0
1978,362752.0
1979,343184.0
1980,200400.0
1981,321520.0
1982,222112.0
1983,222112.0
1984,181392.0
1985,214064.0
1986,231024.0
1987,186352.0
1988,168864.0
1989,188064.0
1990,213328.0
1991,200784.0
1992,211440.0
1993,161696.0
1994,252832.0
1995,188720.0
1996,268480.0
1997,341712.0
1998,317312.0
1999,239824.0
2000,325312.0
2001,259184.0
2002,233040.0
2003,288848.0
2004,253808.0
2005,237216.0
2006,227808.0
2007,271920.0
2008,185024.0
2009,187296.0
2010,189824.0
2011,150832.0
2012,181040.0
2013,175232.0
2014,178912.0
2015,185456.0
2016,190528.0
2017,190672.0
2018,125328.0
2019,120880.0
2020,119200.0
2021,114928.0
2022,164656.0
2023,152336.0
2024,231424.0
2025,393344.0
2026,187456.0
2027,160576.0
2028,177136.0
2029,169312.0
2030,296704.0
2031,251552.0
2032,274752.0
2033,280720.0
2034,163672.0
2035,203616.0
2036,204576.0
2037,205568.0
2038,403424.0
2039,210752.0
2040,435840.0
2041,227120.0
2042,206192.0
2043,160496.0
2044,207072.0
2045,192672.0
2046,158864.0
2047,135104.0
2048,127984.0
2049,170096.0
2050,174176.0
2051,120384.0
2052,133984.0
2053,128200.0
2054,91904.0
2055,144640.0
2056,134568.0
2057,122136.0
2058,188400.0
2059,131312.0
2060,139936.0
2061,179232.0
2062,129568.0
2063,110488.0
2064,132808.0
2065,121200.0
2066,178080.0
2067,157424.0
2068,166848.0
2069,106232.0
2070,117296.0
2071,98688.0
2072,-34288.0
2073,130544.0
2074,176768.0
2075,141992.0
2076,126280.0
2077,137776.0
2078,124736.0
2079,167968.0
2080,128240.0
2081,140928.0
2082,142112.0
2083,145936.0
2084,114992.0
2085,129416.0
2086,165304.0
2087,135056.0
2088,108824.0
2089,101680.0
2090,121808.0
2091,102528.0
2092,117360.0
2093,134784.0
2094,105808.0
2095,187264.0
2096,92848.0
2097,72688.0
2098,122048.0
2099,70296.0
2100,117248.0
2101,117712.0
2102,122456.0
2103,111200.0
2104,155808.0
2105,113832.0
2106,59888.0
2107,249936.0
2108,121424.0
2109,117280.0
2110,115832.0
2111,187040.0
2112,144592.0
2113,123184.0
2114,110976.0
2115,159040.0
2116,111008.0
2117,168592.0
2118,136976.0
2119,111560.0
2120,103904.0
2121,101880.0
2122,100816.0
2123,99064.0
2124,215440.0
2125,142784.0
2126,156592.0
2127,182848.0
2128,131776.0
2129,129520.0
2130,144736.0
2131,183136.0
2132,129240.0
2133,122272.0
2134,140704.0
2135,135784.0
2136,77104.0
2137,117720.0
2138,132192.0
2139,152688.0
2140,124352.0
2141,147864.0
2142,128736.0
2143,146488.0
2144,114840.0
2145,121216.0
2146,148120.0
2147,163600.0
2148,131672.0
2149,129136.0
2150,197408.0
2151,110832.0
2152,101664.0
2153,148800.0
2154,110696.0
2155,126416.0
2156,337248.0
2157,222656.0
2158,237904.0
2159,229392.0
2160,162704.0
2161,263840.0
2162,419392.0
2163,320656.0
2164,231648.0
2165,175920.0
2166,137152.0
2167,201920.0
2168,192736.0
2169,187072.0
2170,214848.0
2171,148504.0
2172,138768.0
2173,160928.0
2174,247840.0
2175,307904.0
2176,286048.0
2177,270256.0
2178,207520.0
2179,136424.0
2180,246112.0
2181,208304.0
2182,237328.0
2183,206160.0
2184,129384.0
2185,135248.0
2186,154520.0
2187,154648.0
2188,143392.0
2189,98560.0
2190,108608.0
2191,108608.0
2192,88856.0
2193,93296.0
2194,111872.0
2195,105768.0
2196,122016.0
2197,106136.0
2198,157664.0
2199,161200.0
2200,122456.0
2201,122656.0
2202,118896.0
2203,138016.0
2204,149488.0
2205,129400.0
2206,137136.0
2207,180384.0
2208,223728.0
2209,171216.0
2210,123672.0
2211,107216.0
2212,124704.0
2213,105920.0
2214,144240.0
2215,111744.0
2216,152784.0
2217,55600.0
2218,96736.0
2219,91320.0
2220,84856.0
2221,267296.0
2222,232800.0
2223,253600.0
2224,224688.0
2225,162080.0
2226,176544.0
2227,200832.0
2228,251264.0
2229,221920.0
2230,154048.0
2231,202848.0
2232,181088.0
2233,164688.0
2234,231728.0
2235,205696.0
2236,279520.0
2237,327072.0
2238,201456.0
2239,140624.0
2240,158392.0
2241,131424.0
2242,135304.0
2243,142496.0
2244,105888.0
2245,105888.0
2246,134104.0
2247,89624.0
2248,117656.0
2249,119224.0
2250,127104.0
2251,146144.0
2252,175104.0
2253,158888.0
2254,177248.0
2255,183168.0
2256,162016.0
2257,243664.0
2258,172240.0
2259,173568.0
2260,148848.0
2261,189840.0
2262,220640.0
2263,337920.0
2264,456032.0
2265,170176.0
2266,296704.0
2267,417216.0
2268,435776.0
2269,161216.0
2270,164192.0
2271,207920.0
2272,212336.0
2273,155816.0
2274,162576.0
2275,169808.0
2276,176800.0
2277,185888.0
2278,170480.0
2279,123032.0
2280,107264.0
2281,178272.0
2282,175712.0
2283,116624.0
2284,133936.0
2285,149272.0
2286,125864.0
2287,333424.0
2288,275616.0
2289,371136.0
2290,464000.0
2291,333184.0
2292,424480.0
2293,515072.0
2294,432736.0
2295,471264.0
2296,309472.0
2297,263840.0
2298,325920.0
2299,427648.0
2300,321472.0
2301,234832.0
2302,242496.0
2303,277344.0
2304,275488.0
2305,195776.0
2306,195776.0
2307,180960.0
2308,253264.0
2309,288912.0
2310,219760.0
2311,203072.0
2312,208528.0
2313,169792.0
2314,157792.0
2315,169328.0
2316,183232.0
2317,174432.0
2318,170736.0
2319,167024.0
2320,189024.0
2321,255152.0
2322,187088.0
2323,173128.0
2324,164704.0
2325,221904.0
2326,165816.0
2327,209264.0
2328,214432.0
2329,181456.0
2330,180000.0
2331,364000.0
2332,473696.0
2333,345440.0
2334,274272.0
2335,259424.0
2336,350144.0
2337,206912.0
2338,253248.0
2339,248384.0
2340,379968.0
2341,214032.0
2342,248160.0
2343,223024.0
2344,229568.0
2345,274720.0
2346,223792.0
2347,201136.0
2348,217392.0
2349,194016.0
2350,254272.0
2351,258704.0
2352,274400.0
2353,274688.0
2354,149464.0
2355,162720.0
2356,151872.0
2357,218176.0
2358,188448.0
2359,135632.0
2360,122048.0
2361,133392.0
2362,275136.0
2363,133624.0
2364,148016.0
2365,224992.0
2366,196272.0
2367,252896.0
2368,198864.0
2369,251424.0
2370,167264.0
2371,171392.0
2372,199488.0
2373,251632.0
2374,325728.0
2375,250320.0
2376,273088.0
2377,348288.0
2378,151424.0
2379,212544.0
2380,147664.0
2381,166016.0
2382,199248.0
2383,216688.0
2384,227824.0
2385,144080.0
2386,138224.0
2387,132352.0
2388,126128.0
2389,128136.0
2390,138880.0
2391,128792.0
2392,117152.0
2393,160144.0
2394,140112.0
2395,187504.0
2396,160464.0
2397,190912.0
2398,121864.0
2399,71004.0
2400,70796.0
2401,112744.0
2402,128624.0
2403,160448.0
2404,135008.0
2405,157440.0
2406,127944.0
2407,121608.0
2408,132184.0
2409,132424.0
2410,189600.0
2411,117464.0
2412,143488.0
2413,134520.0
2414,129728.0
2415,147680.0
2416,131816.0
2417,132392.0
2418,114720.0
2419,119616.0
2420,120400.0
2421,131632.0
2422,120800.0
2423,112744.0
2424,146320.0
2425,198752.0
2426,129504.0
2427,96680.0
2428,182544.0
2429,113960.0
2430,131584.0
2431,133936.0
2432,123912.0
2433,133224.0
2434,138088.0
2435,147648.0
2436,118576.0
2437,115440.0
2438,119064.0
2439,119728.0
2440,146288.0
2441,102480.0
2442,98472.0
2443,120808.0
2444,125872.0
2445,96488.0
2446,113792.0
2447,168752.0
2448,152480.0
2449,113104.0
2450,153952.0
2451,117424.0
2452,214240.0
2453,110152.0
2454,119856.0
2455,116656.0
2456,135920.0
2457,115152.0
2458,110264.0
2459,106016.0
2460,148736.0
2461,129232.0
2462,130456.0
2463,128256.0
2464,181200.0
2465,135536.0
2466,131392.0
2467,126864.0
2468,109560.0
2469,114064.0
2470,210816.0
2471,187712.0
2472,168400.0
2473,121232.0
2474,102296.0
2475,228144.0
2476,123984.0
2477,123728.0
2478,168160.0
2479,117440.0
2480,136352.0
2481,126072.0
2482,127272.0
2483,117936.0
2484,128008.0
2485,119960.0
2486,143360.0
2487,166208.0
2488,136504.0
2489,156240.0
2490,132296.0
2491,111568.0
2492,182208.0
2493,126304.0
2494,145680.0
2495,121296.0
2496,239968.0
2497,163376.0
2498,119400.0
2499,108912.0
2500,125032.0
2501,134784.0
2502,136784.0
2503,107080.0
2504,188016.0
2505,218464.0
2506,269824.0
2507,370880.0
2508,269824.0
2509,231776.0
2510,245808.0
2511,191856.0
2512,209120.0
2513,211216.0
2514,304128.0
2515,139096.0
2516,162712.0
2517,135920.0
2518,142608.0
2519,219040.0
2520,197456.0
2521,193920.0
2522,210112.0
2523,124944.0
2524,127240.0
2525,146040.0
2526,135568.0
2527,122912.0
2528,124408.0
2529,127232.0
2530,115744.0
2531,236384.0
2532,226816.0
2533,199488.0
2534,246640.0
2535,304128.0
2536,235424.0
2537,229808.0
2538,182720.0
2539,188112.0
2540,177456.0
2541,176048.0
2542,157776.0
2543,123960.0
2544,124088.0
2545,130664.0
2546,150072.0
2547,148120.0
2548,186112.0
2549,156400.0
2550,354432.0
2551,161624.0
